id,modelId,modelVersionId,modelTaskId,type,createdAt,labelId,data,note,probability,StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
O_QLVOap,429,700,1578,ANNOTATION,2023-07-11T03:40:51.003Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.89}]",1.2.826.0.1.3680043.8.498.75560841076771767871783718127383981465,1.2.826.0.1.3680043.8.498.45817888239437211510042870146663734441,1.2.826.0.1.3680043.8.498.12519416772428833376368830599233311142
O_pqZMdd,429,700,1578,ANNOTATION,2023-07-11T03:40:51.273Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.88}]",1.2.826.0.1.3680043.8.498.39792341732038957611977154699313493358,1.2.826.0.1.3680043.8.498.10237902354338803813824402942722347047,1.2.826.0.1.3680043.8.498.11709603705349909675991312305394052638
O_3aed9v,429,700,1578,ANNOTATION,2023-07-11T03:40:52.375Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.92}]",1.2.826.0.1.3680043.8.498.10185713049725964580628290030164076542,1.2.826.0.1.3680043.8.498.75146237485001593686908329690796466916,1.2.826.0.1.3680043.8.498.79485641890538031789222192387508492336
O_LP0qQD,429,700,1578,ANNOTATION,2023-07-11T03:40:53.409Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.63}]",1.2.826.0.1.3680043.8.498.12575048298690979311371647888089924076,1.2.826.0.1.3680043.8.498.10184896080155176521524415283480648988,1.2.826.0.1.3680043.8.498.79569135905904167542301921039883890913
O_JRyrMW,429,700,1578,ANNOTATION,2023-07-11T03:48:48.536Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.53}]",1.2.826.0.1.3680043.8.498.42891945126132490203378146253826988255,1.2.826.0.1.3680043.8.498.13355954741786441762174536581003552093,1.2.826.0.1.3680043.8.498.91326206167399540321753447809172614086
O_4XR6QD,429,700,1578,ANNOTATION,2023-07-11T03:48:48.963Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.61}]",1.2.826.0.1.3680043.8.498.59898113501042376320846966782171680673,1.2.826.0.1.3680043.8.498.13087684503961933718628101885252141632,1.2.826.0.1.3680043.8.498.19064386913662007330058059162261292440
O_gr3JPR,429,700,1578,ANNOTATION,2023-07-11T03:48:49.103Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.85}]",1.2.826.0.1.3680043.8.498.79855615212296900149411487882065619922,1.2.826.0.1.3680043.8.498.11898946328573488545162248798334831163,1.2.826.0.1.3680043.8.498.95210385263467677703592126244395157668
O_Z5goZa,429,700,1578,ANNOTATION,2023-07-11T03:48:49.234Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.63}]",1.2.826.0.1.3680043.8.498.53097223512506293288505021186215253160,1.2.826.0.1.3680043.8.498.37679199286674632494315061464215968459,1.2.826.0.1.3680043.8.498.38688345168464258280294903245080867285
O_rb2OpW,429,700,1578,ANNOTATION,2023-07-11T03:48:49.548Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.76}]",1.2.826.0.1.3680043.8.498.47538330831056699025296786927754704538,1.2.826.0.1.3680043.8.498.32051966714271685730123204162600768017,1.2.826.0.1.3680043.8.498.38941884014305699191894400806116777736
O_N61jmz,429,700,1578,ANNOTATION,2023-07-11T03:48:50.713Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.56}]",1.2.826.0.1.3680043.8.498.12539036893525617448972301535805620856,1.2.826.0.1.3680043.8.498.72794419065360383488662416943200250687,1.2.826.0.1.3680043.8.498.61229239581794975217365167280071876063
O_4XR6QZ,429,700,1578,ANNOTATION,2023-07-11T03:48:51.179Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.95}]",1.2.826.0.1.3680043.8.498.59168292743099974410819223467776316290,1.2.826.0.1.3680043.8.498.15298087113004573234248459302193193547,1.2.826.0.1.3680043.8.498.12983968895076331393138998015596876844
O_gr3JPb,429,700,1578,ANNOTATION,2023-07-11T03:48:51.490Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.98}]",1.2.826.0.1.3680043.8.498.49856158615577015924724279607565382589,1.2.826.0.1.3680043.8.498.11948799250872015965041620055485618195,1.2.826.0.1.3680043.8.498.12486926750665439303214422842098018317
O_AzGPD5,429,700,1578,ANNOTATION,2023-07-11T03:48:52.980Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.79}]",1.2.826.0.1.3680043.8.498.13302002803354451022131974621592304268,1.2.826.0.1.3680043.8.498.79754073433547327561359994509877435912,1.2.826.0.1.3680043.8.498.99713660368958366867275963291585196269
O_qpAezw,429,700,1578,ANNOTATION,2023-07-11T03:48:53.230Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.52}]",1.2.826.0.1.3680043.8.498.77914864866875160313129384303650763731,1.2.826.0.1.3680043.8.498.12767122660118305521345141821589965086,1.2.826.0.1.3680043.8.498.13102826586874119265538042861819073903
O_j3XZJQ,429,700,1578,ANNOTATION,2023-07-11T03:48:53.711Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.77}]",1.2.826.0.1.3680043.8.498.13288328099752277775834006273146303522,1.2.826.0.1.3680043.8.498.11630992439382693752116001337033959221,1.2.826.0.1.3680043.8.498.11808199793421588016567243351528068703
O_M1K2jK,429,700,1578,ANNOTATION,2023-07-11T03:48:54.010Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.61}]",1.2.826.0.1.3680043.8.498.35615789711806585375301367778360997214,1.2.826.0.1.3680043.8.498.10632112939329643987263376522488701671,1.2.826.0.1.3680043.8.498.66440856915456053975969844014260725721
O_OexMoe,429,700,1578,ANNOTATION,2023-07-11T03:48:54.297Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.88}]",1.2.826.0.1.3680043.8.498.11702106135807228453685247388944956253,1.2.826.0.1.3680043.8.498.17627382871882956904205727709816151765,1.2.826.0.1.3680043.8.498.12822531874890596374846667785996040425
O_dylY4r,429,700,1578,ANNOTATION,2023-07-11T03:48:54.683Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.81}]",1.2.826.0.1.3680043.8.498.77892071855433331727242102654239218103,1.2.826.0.1.3680043.8.498.18492144521290573585771528470287288200,1.2.826.0.1.3680043.8.498.85505978099754487206464287884269480858
O_mWYqGy,429,700,1578,ANNOTATION,2023-07-11T03:48:55.561Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.52}]",1.2.826.0.1.3680043.8.498.62297745232565425144603654119477393543,1.2.826.0.1.3680043.8.498.12801004264993161556423610425229144422,1.2.826.0.1.3680043.8.498.44500110541377191696517478031303059175
O_VP5moK,429,700,1578,ANNOTATION,2023-07-11T03:48:59.295Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.76}]",1.2.826.0.1.3680043.8.498.56683471208884207944095231303456676444,1.2.826.0.1.3680043.8.498.10758732276139737222839018787965554295,1.2.826.0.1.3680043.8.498.13110422424743062951649285895438555766
O_3aedYL,429,700,1578,ANNOTATION,2023-07-11T03:48:59.528Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.64}]",1.2.826.0.1.3680043.8.498.53060261437057734481504331432842256442,1.2.826.0.1.3680043.8.498.78445444411302541119014526169328739437,1.2.826.0.1.3680043.8.498.32383946891090245909449056679649332011
O_X4B9wY,429,700,1578,ANNOTATION,2023-07-11T03:49:01.833Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.96}]",1.2.826.0.1.3680043.8.498.46283005452201597187325125194484006941,1.2.826.0.1.3680043.8.498.65211447547413012981692181793739153152,1.2.826.0.1.3680043.8.498.10687557616805817839881892450259892093
O_Gg24me,429,700,1578,ANNOTATION,2023-07-11T03:49:02.429Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.83}]",1.2.826.0.1.3680043.8.498.13916015528847526153260808610256852819,1.2.826.0.1.3680043.8.498.76521140906612988023568133686893222557,1.2.826.0.1.3680043.8.498.69047846002121648258629380087542044392
O_N61joz,429,700,1578,ANNOTATION,2023-07-11T03:49:02.619Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.67}]",1.2.826.0.1.3680043.8.498.11431499139451734398258418575850361498,1.2.826.0.1.3680043.8.498.49314668938527785685412499657880708832,1.2.826.0.1.3680043.8.498.16895190744372452993301636494147393476
O_2AjyNV,429,700,1578,ANNOTATION,2023-07-11T03:49:05.697Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.86}]",1.2.826.0.1.3680043.8.498.10819301298476737462752466991814783533,1.2.826.0.1.3680043.8.498.11732478395142834025960317383614953877,1.2.826.0.1.3680043.8.498.75788810646719036632795831711482369347
O_j3XZ9Q,429,700,1578,ANNOTATION,2023-07-11T03:49:05.873Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.5}]",1.2.826.0.1.3680043.8.498.10311203465606435878539650459154338281,1.2.826.0.1.3680043.8.498.78729354718872293079841284673472455862,1.2.826.0.1.3680043.8.498.80209896930938736195262574271825977290
O_yD192K,429,700,1578,ANNOTATION,2023-07-11T03:49:07.738Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.7}]",1.2.826.0.1.3680043.8.498.12081764859526874177516561389619833942,1.2.826.0.1.3680043.8.498.12887856723754597354817124708214918492,1.2.826.0.1.3680043.8.498.63966634790382614028863283380554183183
O_mWYqyy,429,700,1578,ANNOTATION,2023-07-11T03:49:08.580Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.76}]",1.2.826.0.1.3680043.8.498.74829220535989004172858141531803842746,1.2.826.0.1.3680043.8.498.12482479469283038281673060881019757550,1.2.826.0.1.3680043.8.498.11006819081323953666091749892690568973
O_1VqROr,429,700,1578,ANNOTATION,2023-07-11T03:49:09.877Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.87}]",1.2.826.0.1.3680043.8.498.89468816041775718429036575189073993809,1.2.826.0.1.3680043.8.498.81732372728237504294548680703726311513,1.2.826.0.1.3680043.8.498.83529828826382419869530682570778084657
O_l6GAXK,429,700,1578,ANNOTATION,2023-07-11T03:49:10.019Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.62}]",1.2.826.0.1.3680043.8.498.76918309480023954913270705023193449910,1.2.826.0.1.3680043.8.498.66101538153501304606136512264257938179,1.2.826.0.1.3680043.8.498.12820416028168950897471874572285010964
O_kkWr49,429,700,1578,ANNOTATION,2023-07-11T03:49:11.636Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.72}]",1.2.826.0.1.3680043.8.498.11754524729461443996220554275200363578,1.2.826.0.1.3680043.8.498.56111839182758029004138311728994700663,1.2.826.0.1.3680043.8.498.61639563408119396180136807850432755116
O_bq9Gze,429,700,1578,ANNOTATION,2023-07-11T03:49:11.797Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.66}]",1.2.826.0.1.3680043.8.498.10181776456687474207451950781132074180,1.2.826.0.1.3680043.8.498.69558085744736110898495263840395441041,1.2.826.0.1.3680043.8.498.58805108434128245551497295094640586411
O_aNm5Bl,429,700,1578,ANNOTATION,2023-07-11T03:49:13.163Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.59}]",1.2.826.0.1.3680043.8.498.12119733099409141780397062438720153440,1.2.826.0.1.3680043.8.498.41060326334472122280732278955291156217,1.2.826.0.1.3680043.8.498.36605774195491399647603236087819217270
O_WoN0M1,429,700,1578,ANNOTATION,2023-07-11T03:49:13.835Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.97}]",1.2.826.0.1.3680043.8.498.69475024133818087749195698732314794324,1.2.826.0.1.3680043.8.498.57947327341669174095853241106530834442,1.2.826.0.1.3680043.8.498.12774966601037415318509092477435186132
O_PZQedk,429,700,1578,ANNOTATION,2023-07-11T03:49:14.229Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.94}]",1.2.826.0.1.3680043.8.498.10069421705427188213919846209932374034,1.2.826.0.1.3680043.8.498.45794428045133887809316166105850311841,1.2.826.0.1.3680043.8.498.56046091601672458826532205772431532349
O_YgJKO0,429,700,1578,ANNOTATION,2023-07-11T03:49:15.901Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.92}]",1.2.826.0.1.3680043.8.498.98286679974117981212390263037823140252,1.2.826.0.1.3680043.8.498.12909531703870834408765703892405592647,1.2.826.0.1.3680043.8.498.92383378466065870585231005500303581197
O_4XR6vZ,429,700,1578,ANNOTATION,2023-07-11T03:49:16.579Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.63}]",1.2.826.0.1.3680043.8.498.66348381131094909524023510378390320533,1.2.826.0.1.3680043.8.498.66421352959050153234673731684493363516,1.2.826.0.1.3680043.8.498.23268925360943054304465589298533875857
O_gr3Jgb,429,700,1578,ANNOTATION,2023-07-11T03:49:16.719Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.78}]",1.2.826.0.1.3680043.8.498.81123368668733815160346068836906150985,1.2.826.0.1.3680043.8.498.65976907445788454118207786802017373088,1.2.826.0.1.3680043.8.498.81943450779059514857158498885548560233
O_Gg241P,429,700,1578,ANNOTATION,2023-07-11T03:49:17.768Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.53}]",1.2.826.0.1.3680043.8.498.26012357698279787891677499187499444015,1.2.826.0.1.3680043.8.498.61852019508177597495074092351373561278,1.2.826.0.1.3680043.8.498.59639620332311615796217193638617363435
O_N61jyY,429,700,1578,ANNOTATION,2023-07-11T03:49:17.984Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.92}]",1.2.826.0.1.3680043.8.498.22975906352528086648802559979374665652,1.2.826.0.1.3680043.8.498.51133440009684602875374903959128016285,1.2.826.0.1.3680043.8.498.11360980938999267660891691290170077949
O_YgJKOJ,429,700,1578,ANNOTATION,2023-07-11T03:49:18.065Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.8}]",1.2.826.0.1.3680043.8.498.17018270427431929529180604061893597043,1.2.826.0.1.3680043.8.498.30895527980571805197283843805902912965,1.2.826.0.1.3680043.8.498.29799343318921559058618436156704813059
O_BQYNPx,429,700,1578,ANNOTATION,2023-07-11T03:49:18.350Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.96}]",1.2.826.0.1.3680043.8.498.20448108961132377128369523186526540543,1.2.826.0.1.3680043.8.498.11853078055611414533989249503175543324,1.2.826.0.1.3680043.8.498.60760995433806936975370370596316649330
O_JRyrj1,429,700,1578,ANNOTATION,2023-07-11T03:49:18.705Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.64}]",1.2.826.0.1.3680043.8.498.10683515789442955507625239523033142104,1.2.826.0.1.3680043.8.498.49075017486218096767470519491681915767,1.2.826.0.1.3680043.8.498.63651605434290521911592166322327159550
O_4XR6dx,429,700,1578,ANNOTATION,2023-07-11T03:49:19.031Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.99}]",1.2.826.0.1.3680043.8.498.52692618938937772241474149183564356193,1.2.826.0.1.3680043.8.498.49750194459614640224629491314090089470,1.2.826.0.1.3680043.8.498.34525858307122086289825555825212858662
O_rb2Oj3,429,700,1578,ANNOTATION,2023-07-11T03:49:19.313Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.98}]",1.2.826.0.1.3680043.8.498.86557884057603362419159534476784916738,1.2.826.0.1.3680043.8.498.72368332229609807927106499051228841026,1.2.826.0.1.3680043.8.498.73821443351496216583185707458838616437
O_qpAea3,429,700,1578,ANNOTATION,2023-07-11T03:49:19.729Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.58}]",1.2.826.0.1.3680043.8.498.12606132728458658486031358158264811733,1.2.826.0.1.3680043.8.498.55629103963367573953261063495458780598,1.2.826.0.1.3680043.8.498.41489284260228227719641524714632129237
O_j3XZAW,429,700,1578,ANNOTATION,2023-07-11T03:49:20.290Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.81}]",1.2.826.0.1.3680043.8.498.12638883187316710041710008730898740905,1.2.826.0.1.3680043.8.498.41602284593538086263057675652743347288,1.2.826.0.1.3680043.8.498.17862317677473115993266826150500781218
O_M1K2bx,429,700,1578,ANNOTATION,2023-07-11T03:49:20.325Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.79}]",1.2.826.0.1.3680043.8.498.87063838581622597637651643638990169242,1.2.826.0.1.3680043.8.498.49510552913732415701924242100945679130,1.2.826.0.1.3680043.8.498.73001521856811420979657994327223178855
O_OexMd4,429,700,1578,ANNOTATION,2023-07-11T03:49:20.874Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.71}]",1.2.826.0.1.3680043.8.498.96367286486773846442649574350427372387,1.2.826.0.1.3680043.8.498.23516756222946899432663189173397546952,1.2.826.0.1.3680043.8.498.79329659305505812259606602595527897899
O_R0kRAq,429,700,1578,ANNOTATION,2023-07-11T03:49:21.147Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.73}]",1.2.826.0.1.3680043.8.498.84990311134424940565528665651154688091,1.2.826.0.1.3680043.8.498.11471078460399241388306946988954584069,1.2.826.0.1.3680043.8.498.88000786384143333960286906069297345799
O_dylYZX,429,700,1578,ANNOTATION,2023-07-11T03:49:22.143Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.72}]",1.2.826.0.1.3680043.8.498.12103563462877910259604737733207571514,1.2.826.0.1.3680043.8.498.85400124203112541972616248387522385889,1.2.826.0.1.3680043.8.498.89473632230628358404048792853902799220
O_1VqR1D,429,700,1578,ANNOTATION,2023-07-11T03:49:24.696Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.73}]",1.2.826.0.1.3680043.8.498.31711622701134596677532219275624375812,1.2.826.0.1.3680043.8.498.13416664284588686059154087074025051106,1.2.826.0.1.3680043.8.498.13232076449689726059622808188344712210
O_l6GAQ0,429,700,1578,ANNOTATION,2023-07-11T03:49:24.862Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.72}]",1.2.826.0.1.3680043.8.498.41762860175900922219673723915991911673,1.2.826.0.1.3680043.8.498.12436808701594939831841090898474353906,1.2.826.0.1.3680043.8.498.11227915094072918687506807830687929683
O_x5K0Gp,429,700,1578,ANNOTATION,2023-07-11T03:49:25.084Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.91}]",1.2.826.0.1.3680043.8.498.10251603105860820846205343502531886733,1.2.826.0.1.3680043.8.498.29354433742024336680594499558667441702,1.2.826.0.1.3680043.8.498.65034175750839102153067983902783571284
O_QLVOrk,429,700,1578,ANNOTATION,2023-07-11T03:49:25.416Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.96}]",1.2.826.0.1.3680043.8.498.61633302174589367721907131819463603108,1.2.826.0.1.3680043.8.498.87280104992906979215656357199541150020,1.2.826.0.1.3680043.8.498.51842777348702986949670645030596329128
O_WoN0eA,429,700,1578,ANNOTATION,2023-07-11T03:49:29.253Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.98}]",1.2.826.0.1.3680043.8.498.43136705048071133666899241575268612870,1.2.826.0.1.3680043.8.498.49856747485801707591067796070037061933,1.2.826.0.1.3680043.8.498.15058364926976040052805882258521507844
O_PZQePM,429,700,1578,ANNOTATION,2023-07-11T03:49:29.331Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.73}]",1.2.826.0.1.3680043.8.498.58244371861360721787916411156101514544,1.2.826.0.1.3680043.8.498.81151665946373833429143585765375002127,1.2.826.0.1.3680043.8.498.11156673027745966005218805262607559544
O_YgJKWJ,429,700,1578,ANNOTATION,2023-07-11T03:49:30.020Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.74}]",1.2.826.0.1.3680043.8.498.49388259514527805365038905667640030680,1.2.826.0.1.3680043.8.498.14698120744757240427875681555644333576,1.2.826.0.1.3680043.8.498.48842474708641053775419523794543322375
O_BQYN2x,429,700,1578,ANNOTATION,2023-07-11T03:49:30.027Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.93}]",1.2.826.0.1.3680043.8.498.14817992295131525351968651572058935138,1.2.826.0.1.3680043.8.498.68757586150549289178152129681713653608,1.2.826.0.1.3680043.8.498.60042258764724817832434859355657036098
O_Z5gov3,429,700,1578,ANNOTATION,2023-07-11T03:49:31.893Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.84}]",1.2.826.0.1.3680043.8.498.87014773670146355337090218571446871571,1.2.826.0.1.3680043.8.498.29131617121592638484704843102231478875,1.2.826.0.1.3680043.8.498.33602425606270170747532331846442374407
O_j3XZaW,429,700,1578,ANNOTATION,2023-07-11T03:49:34.102Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.73}]",1.2.826.0.1.3680043.8.498.13827545820498558988823469557741649648,1.2.826.0.1.3680043.8.498.12784930982507790139263242472645479092,1.2.826.0.1.3680043.8.498.58789356223984300037640969902896577584
O_M1K2Wx,429,700,1578,ANNOTATION,2023-07-11T03:49:34.314Z,L_dDLgQd,,,"[{'labelId': 'L_dDLgQd', 'probability': 0.83}]",1.2.826.0.1.3680043.8.498.49718981509146792590901420918524212736,1.2.826.0.1.3680043.8.498.59183075035127062497106645957608764508,1.2.826.0.1.3680043.8.498.87006225581366733563564315961636287714
O_eJvBaM,429,700,1578,ANNOTATION,2023-07-11T03:49:34.539Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.63}]",1.2.826.0.1.3680043.8.498.10093452962504349903817496959632290734,1.2.826.0.1.3680043.8.498.48542214918487298701012589894343166469,1.2.826.0.1.3680043.8.498.64077250523197316475821228107991994317
O_9Klopg,429,700,1578,ANNOTATION,2023-07-11T03:49:35.735Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.54}]",1.2.826.0.1.3680043.8.498.32896094154221335251791614266105415641,1.2.826.0.1.3680043.8.498.12528250195118748412709122597473908345,1.2.826.0.1.3680043.8.498.80174429004470379695045712633518513645
O_oz4jyZ,429,700,1578,ANNOTATION,2023-07-11T03:49:36.095Z,L_lbae3B,,,"[{'labelId': 'L_lbae3B', 'probability': 0.84}]",1.2.826.0.1.3680043.8.498.29059980896945555356268081376515226662,1.2.826.0.1.3680043.8.498.28182219003691356771224575220455715945,1.2.826.0.1.3680043.8.498.36161938985232046565020545397197527327
